,tconst,directors,actors,distributor,mpaa,release_year,budget,opening_revenue,domestic_revenue,opening_theaters,runtime_minutes,release_month,release_day,genre_crime,genre_drama,genre_adventure,genre_thriller,genre_horror,genre_action,genre_fantasy,genre_sci-fi,genre_comedy,genre_war,genre_mystery,genre_biography,genre_history,genre_romance,genre_family,genre_musical,genre_sport,genre_music,genre_animation,genre_western,genre_documentary,genre_news
2929,tt3393786,nm0001880,"nm0003160,nm0000129,nm1130627,nm0388038,nm0460694,nm1447370",Paramount Pictures,PG-13,2016,64927749.67008509,24750988.417525407,63517817.61489932,3780,118,10,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,tt4361050,nm1093039,"nm0089658,nm0714147,nm5157662,nm2399383,nm0001794,nm0000881",Universal Pictures,PG-13,2016,9739162.450512763,15220687.716409696,38030893.71531756,3167,99,10,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2931,tt2387499,nm0609549,"nm0242491,nm0302108,nm0279545,nm0358316,nm2933757,nm0531827,nm0662748,nm2606933",Twentieth Century Fox,PG-13,2016,43285166.446723394,5910021.360490466,16128514.005071793,3022,105,10,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,tt3062096,nm0000165,"nm0869379,nm0000158,nm0428065,nm0451234,nm0004936,nm0004976,nm0001877",Sony Pictures Entertainment (SPE),PG-13,2016,81159687.08760636,16080899.239851236,37164182.924134046,3576,121,10,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2933,tt2119532,nm0000154,"nm0202704,nm1940449,nm0941777,nm3478396,nm1954240,nm0070822,nm0192984",Lionsgate,R,2016,43352599.71908366,16463971.275086697,72842788.40921803,2886,139,11,4,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2934,tt1679335,"nm0593610,nm0230666","nm0447695,nm0005493,nm0221046,nm2395586",Twentieth Century Fox,PG,2016,135476874.12213644,50485340.0895949,166590020.48968935,4060,92,11,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0
2935,tt1211837,nm0220600,"nm0270559,nm1212722,nm0252230,nm1046097,nm0938950",Walt Disney Studios Motion Pictures,PG-13,2016,178829473.8412201,92187472.73910826,252140800.89097708,3882,115,11,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,tt4649416,nm0847859,"nm0859661,nm0253708,nm0004898,nm0000418,nm0594898,nm0655510,nm1373352,nm0087460,nm0847258",Universal Pictures,PG-13,2016,18424854.880610555,16402710.800238652,45692317.84962275,2376,111,11,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2937,tt2543164,nm0898288,"nm0511482,nm0010736,nm0719637,nm0001845,nm0836121,nm1362282,nm0506613",Paramount Pictures,PG-13,2016,50939304.6699233,26091813.080235172,108973412.93415867,2317,116,11,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2938,tt1620935,nm0950226,"nm0862115,nm1886602,nm0001173,nm0005408,nm0001354,nm0169260,nm3959653",Open Road Films (II),R,2016,6502889.9578625485,2565184.16352811,5510013.545686194,1549,117,11,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2939,tt3183660,nm0946734,"nm0006133,nm1519666,nm2239702,nm0837223,nm0283945,nm0382268,nm0460141,nm0927880",Warner Bros.,PG-13,2016,195086698.73587647,80639506.35887682,253653432.70500052,4144,132,11,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2940,tt1878870,nm2609807,"nm1397781,nm2794962,nm4726634,nm4296357,nm0001718,nm0030572,nm0000985,nm0757017,nm0651414",STX Entertainment,R,2016,9754334.936793823,5152689.496836583,15641220.218542961,1945,104,11,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2941,tt4034228,nm0518836,"nm1016966,nm0000729,nm0931329,nm0151419,nm2348627,nm4568172,nm0000354,nm0601031,nm6844518",Roadside Attractions,R,2016,9754334.936793823,277996.37806863803,51692958.18540477,4,137,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,tt3640424,nm0000709,"nm0121281,nm0000093,nm0182839,nm0364813,nm1081121,nm0454752,nm0823330,nm0006293",Paramount Pictures,R,2016,92124274.40305278,13766339.500341821,43458882.95255496,3160,124,11,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2943,tt1974420,nm0000886,"nm0321423,nm2934314,nm2247245,nm3920288,nm0003493,nm0082893,nm0122035,nm2576804",Twentieth Century Fox,PG-13,2016,27095374.824427288,1722859.408211209,3958315.6202408914,2382,127,11,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2944,tt1798603,nm0914132,"nm0348151,nm0000671,nm0000870,nm0185272,nm0376716",Broad Green Pictures,R,2016,28179189.81740438,6694378.390821742,19272591.12418739,2920,92,11,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,tt3741834,nm0204628,"nm0792431,nm2353862,nm0000173,nm1913734,nm8061218,nm2096617,nm2652108",The Weinstein Company,PG-13,2016,13005779.915725097,133699.41753365402,56075400.95921741,4,118,11,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2946,tt3216348,nm0679031,"nm0516908,nm0001173,nm0396924,nm1503432,nm3458761,nm0089658,nm0257333,nm0782739",BH Tilt,PG-13,2016,5417301.7661287645,2746446.3140263096,5200364.833443785,1737,87,12,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,tt3783958,nm3227090,"nm3225654,nm0331516,nm1297015,nm1679669,nm0799777,nm1757754,nm1344784,nm3527897,nm0686887",Lionsgate,PG-13,2016,32503810.59677259,954641.2510686239,163712812.85142815,5,128,12,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
2948,tt1711525,"nm0817447,nm0330347","nm0000867,nm1601397,nm2554352,nm0000098",Paramount Pictures,R,2016,48755715.89515888,18299866.391895026,59338408.394529305,3210,105,12,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,tt2671706,nm0000243,"nm0003893,nm0000243,nm0205626,nm0376610,nm5381254,nm0085542,nm0748784,nm0953616,nm1401820",Paramount Pictures,PG-13,2016,26003048.477418073,140266.94424931242,62497139.5429272,4,139,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,tt4682786,nm0291205,"nm0837386,nm0000226,nm0001570,nm0000701,nm0671567,nm0106835,nm2251559,nm0289694",Warner Bros.,PG-13,2016,39004572.716127105,7694827.522739322,33604629.06831737,3028,97,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2951,tt3748528,nm2284484,"nm0428065,nm0526019,nm0876138,nm0947447",Walt Disney Studios Motion Pictures,PG-13,2016,216692070.6451506,168024852.87510353,576593031.439776,4157,133,12,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,tt2094766,nm0997291,"nm1055413,nm0182839,nm0000460,nm0322407",Twentieth Century Fox,PG-13,2016,135432544.15321913,11136049.289033765,59208885.04314258,2970,115,12,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,tt1355644,nm0878763,"nm0605775,nm2225369,nm0695435,nm0790688,nm0000401,nm1336500,nm3052130,nm1506459",Sony Pictures Entertainment (SPE),PG-13,2016,119180638.85483283,16110769.418933695,108361961.10630736,3478,116,12,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2954,tt3470600,"nm2888554,nm1134029","nm0674179,nm0000190,nm0000702,nm0532235,nm0424060,nm0372329,nm0577560,nm0847926",Universal Pictures,PG,2016,81259526.49193147,38200802.235784814,292962722.6811276,4022,108,12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0
2955,tt4572514,nm0000916,"nm0041765,nm0000242,nm1157358,nm0799777,nm0000422",Lionsgate,R,2016,48755715.89515888,174768.65573743332,34547607.95214387,7,133,12,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2956,tt4501244,nm0357453,"nm0001774,nm3614913,nm0290556,nm0024425,nm0147825,nm1362282,nm0506613",Twentieth Century Fox,R,2016,41171493.42257861,11921299.098098015,65358430.48747473,2917,111,12,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2957,tt4846340,nm0577647,"nm0867768,nm0378245,nm0818055,nm1847117,nm0000126,nm1858656,nm0317642",Twentieth Century Fox,PG,2016,27086508.830643825,558522.7286275225,183762771.08268166,25,127,12,6,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2958,tt3717252,nm0283816,"nm0000295,nm3772243,nm0580014,nm3091498",Screen Gems,R,2016,38643949.754343316,15113925.881249052,33514211.641619816,3070,91,1,4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,tt4030600,nm0864468,"nm3078928,nm0808022,nm1620741,nm6463103,nm0873998,nm2551041,nm1006167",STX Entertainment,PG-13,2017,7971152.9037757525,14543421.254897278,24124377.571526814,2220,96,1,4,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2960,tt4972582,nm0796117,"nm3002063,nm0564215,nm5896355,nm4726634,nm4088627,nm0081514,nm0089658,nm3602603,nm1227638",Universal Pictures,PG-13,2016,9937015.651116852,44176631.6434939,152689273.15770146,3038,117,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,tt1293847,nm0142286,"nm2176972,nm0004874,nm0947447,nm2138653,nm6806246,nm0456929,nm0005387",Paramount Pictures,PG-13,2017,91560540.1109377,21683843.223880842,48363799.34592879,3651,107,1,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,tt4217392,nm0867262,"nm0910996,nm0000329,nm7344694,nm7094216,nm7796669,nm5260718,nm8732473,nm0876602,nm0917671",Well Go USA Entertainment,UNRATED,2017,70016883.61424647,120621.85554214932,390647.89170602744,14,107,1,4,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2963,tt1753383,nm0002120,"nm1265802,nm0000598,nm0005152,nm7291339",Universal Pictures,PG,2017,23698022.146360345,19629297.95222349,69487577.51777928,3059,100,1,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2964,tt2592614,nm0027271,"nm0534215,nm0000170,nm0322513,nm0005123,nm0731575,nm0093337,nm0352820,nm0474709,nm0368248",Screen Gems,R,2016,44164514.004963785,15017791.879501596,29623422.84850327,3104,107,1,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,tt3922818,nm0155093,"nm0677021,nm0000198,nm2633535,nm0001303,nm1429380,nm0516908",STX Entertainment,PG-13,2017,32214135.29390032,4054252.0119702956,8467264.258272681,2812,120,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2966,tt0498381,nm1279573,"nm0531827,nm4436761,nm1025139,nm0301959,nm0000352",Paramount Pictures,PG-13,2017,26845112.74491693,13962284.88082659,29844268.06926023,2931,102,2,4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2967,tt4465564,nm0001226,"nm0899553,nm0424848,nm1946193,nm0425053,nm3037833,nm0116232,nm0006894",Universal Pictures,R,2017,59059248.03881725,50047075.239221185,123037862.98814052,3710,118,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2968,tt4116284,nm0003021,"nm0004715,nm0148418,nm0206257,nm0000146",Warner Bros.,PG,2017,85904360.78373419,56915362.973263875,188721554.9376978,4088,104,2,4,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
2969,tt2034800,nm0955443,"nm0000354,nm1320897,nm0000353,nm0490489",Universal Pictures,PG-13,2016,165480724.2177714,20375773.957513567,50240863.53252274,3326,103,2,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,tt4731136,nm0893659,"nm0005648,nm2851530,nm0005042,nm5301405,nm2166477,nm0188396,nm0586969,nm1818744",Twentieth Century Fox,R,2016,44128193.12473904,4806598.347027341,8943666.096688893,2704,146,2,4,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2971,tt3315342,nm0003506,"nm0413168,nm0001772,nm6748436,nm2933542",Twentieth Century Fox,R,2017,104074445.96207562,94860012.1045935,242780005.01054546,4071,137,3,4,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972,tt3731562,nm3611349,"nm1089991,nm0000168,nm0488953,nm0000604",Warner Bros.,PG-13,2017,198492500.0307628,65476208.12344494,180309312.384215,3846,118,3,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2973,tt1082807,nm0572562,"nm0939167,nm0302330,nm0001282,nm5245722,nm0001525,nm0755911,nm0061045,nm0763030",BH Tilt,R,2016,5492373.977457881,4544642.878151613,11167995.520299666,1341,89,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,tt2771200,nm0174374,"nm0914612,nm1405398,nm1812656,nm1265802",Walt Disney Studios Motion Pictures,PG,2017,171669189.21579483,187495603.5230044,540773144.1176615,4210,129,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
2975,tt2763304,nm0000965,"nm0531602,nm0000191,nm0001971,nm0001538,nm0001015,nm0068925,nm1384503",TriStar Pictures,R,2017,19312783.78677692,183015.44969052626,2577187.9948318503,5,117,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2976,tt5442430,nm1174251,"nm1602154,nm0350453,nm0272581,nm0005351,nm0760796,nm0193268,nm1911103",Sony Pictures Entertainment (SPE),R,2017,62230081.09072563,13413732.604673482,32439062.77170315,3146,104,3,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2977,tt3717490,nm2410311,"nm4223882,nm4305463,nm5518972,nm3485108",Lionsgate,PG-13,2017,107293243.25987177,43239486.03826892,91590286.99595161,3693,124,3,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2978,tt0493405,nm1009277,"nm0495603,nm0671567,nm1009277,nm0000352,nm4023073,nm0576571,nm0659123,nm1135983,nm0025465",Warner Bros.,R,2017,26823310.81496794,8286044.736338243,19956706.332065906,2464,100,3,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2979,tt1219827,nm2782185,"nm7191024,nm0424060,nm1561982,nm0001429,nm0000300",Paramount Pictures,PG-13,2017,118022567.58585896,20038121.51798393,43521955.88686675,3440,107,3,4,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2980,tt2568862,nm0103785,"nm0153552,nm0000323,nm0000273,nm0000268,nm0000369,nm0209773,nm1387379",Warner Bros.,PG-13,2017,26744000.588899247,12764729.621877607,48159035.4806154,3061,96,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2981,tt2398241,nm0038432,"nm0449549,nm1416215,nm0933988,nm0542133,nm1442113,nm0061671",Sony Pictures Entertainment (SPE),PG,2017,64185601.4133582,14132010.23342494,48160897.93281641,3610,90,4,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2982,tt4481414,nm1989536,"nm0238698,nm0262635,nm5085683,nm0242026,nm0818055,nm0169213,nm0526412,nm1387379",Fox Searchlight Pictures,PG-13,2017,7488320.164891789,477519.47931491386,26531345.133336604,56,101,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2983,tt6690310,"nm0538320,nm1573851","nm6927609,nm1443336,nm3154777,nm6887859,nm3754323,nm0939309,nm0150989",Crimson Forest,UNRATED,2017,24604480.541787308,30647.55491485498,57953.17951612111,20,117,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,tt4630562,nm0336620,"nm0003911,nm0004874,nm0005458,nm0425005,nm0735442,nm0288202,nm0605775",Universal Pictures,PG-13,2017,267440005.88899246,105678067.86781664,241774735.2614467,4310,136,4,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2985,tt3462710,nm0224145,"nm0221042,nm0206257,nm0001337,nm0836176,nm6038328,nm1327019,nm0576571,nm0996646",Warner Bros.,R,2017,12837120.282671638,5119262.779285468,12161044.784904549,2417,100,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2986,tt4776998,nm0313623,"nm0001189,nm1209966,nm3114649,nm0000288,nm0319843,nm3595691,nm0394564,nm0005219",Open Road Films (II),PG-13,2016,98396228.38657366,4477813.374833341,8991543.559610635,2251,133,4,4,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2987,tt6574272,nm1479854,"nm0813309,nm0366746,nm6845927,nm2263655,nm8020147,nm1226871,nm0004799,nm0000631",Cinelou Films,PG-13,2017,2995328.0659567155,1943218.0130293958,3851292.269764931,1626,87,4,4,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2988,tt4573516,nm2300570,"nm1278007,nm3632976,nm2437267,nm4977564,nm0008651,nm4251668,nm3510596,nm2239249",BH Tilt,R,2016,273322.8566293713,1860546.9502760584,4358127.482498192,565,89,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989,tt4287320,nm1242054,"nm0508732,nm0914612,nm0000158,nm3915784,nm1294664,nm0106835,nm0324556,nm0000384",STX Entertainment,PG-13,2017,19255680.424007457,9664370.377288118,21927774.080286596,3163,110,4,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,tt3896198,nm0348181,"nm0695435,nm0757855,nm1176985,nm0004874",Walt Disney Studios Motion Pictures,PG-13,2017,213769291.431887,156596805.59846035,416650351.958183,4347,136,5,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2991,tt1972591,nm0005363,"nm0326040,nm0402271,nm2793591,nm0000179,nm0005023,nm0164626",Warner Bros.,PG-13,2017,187048130.0029011,16429527.481541108,41872130.50308704,3702,126,5,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2992,tt2334871,nm1349522,"nm0867768,nm2154960,nm0000443,nm5671708,nm0329538,nm1858656,nm0082450,nm2295810",Twentieth Century Fox,R,2017,44891551.20069627,20887662.53973105,49008938.008343786,3501,90,5,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,tt6003368,nm0101047,"nm0725072,nm6099602,nm0000224,nm0779866,nm3340182,nm1749221,nm0800922,nm0790481",Twentieth Century Fox,PG,2017,23514622.057507567,7616689.636820535,22166511.673407346,3157,91,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2994,tt5001718,nm4907810,"nm3234869,nm3964350,nm3538718,nm0741242,nm0478886,nm0465813,nm1573975",Warner Bros.,PG-13,2017,10688464.57159435,12534779.253226986,36470259.60324108,2801,96,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2995,tt2316204,nm0000631,"nm1055413,nm2239702,nm0001082,nm1144419",Twentieth Century Fox,R,2017,103678106.3444652,38650151.644535065,79374708.73581412,3761,122,5,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,tt1469304,nm1164861,"nm0425005,nm1374980,nm1275259,nm1231899",Paramount Pictures,R,2017,73750405.54400101,19777796.96208521,62057424.10811783,3647,116,5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,tt1790809,"nm1461392,nm1650283","nm0000136,nm0001691,nm0000849,nm0089217",Walt Disney Studios Motion Pictures,PG-13,2017,245834685.14667004,67319426.82942635,184438943.26401424,4276,129,5,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,tt0451279,nm0420941,"nm2933757,nm1517976,nm0000705,nm0205063",Warner Bros.,PG-13,2017,159113788.24682084,110259950.95883733,440567293.54965603,4165,141,6,4,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2999,tt2091256,nm1659741,"nm0788640,nm0366389,nm3042755,nm1159180,nm1802209,nm0814969,nm0842616",Twentieth Century Fox,PG,2017,40579355.391806655,25470528.36111939,78938592.8925721,3434,89,6,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3000,tt2345759,nm0476064,"nm0000129,nm1154749,nm1834115,nm0000128",Universal Pictures,PG-13,2017,133484721.68357453,33839311.33983793,85673585.88267232,4035,111,6,4,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,tt4799050,nm3622659,"nm1831620,nm0424060,nm0571952,nm2368789,nm4477261,nm0065899,nm0866157,nm3825122",Sony Pictures Entertainment (SPE),R,2017,21357555.469371926,8547595.908252535,23606124.82793166,3162,101,6,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,tt1666185,nm1534600,"nm1084360,nm7447307,nm1775091,nm0334159,nm2679753,nm4314223",Lionsgate,R,2017,42715110.93874385,28229726.97037415,47971527.83884387,2471,139,6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3003,tt2932536,nm1266897,"nm0798027,nm0601553,nm2322853,nm0000546,nm1404137,nm2448068,nm4234703,nm0354453",Entertainment Studios Motion Pictures,PG-13,2017,5659752.199383561,11966169.531146538,47314664.47372783,2270,89,6,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,tt3371366,nm0000881,"nm0117290,nm0000242,nm0000164,nm0241049,nm2652095",Paramount Pictures,PG-13,2017,231729476.84268537,47712856.87365434,139004243.3773795,4069,154,6,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,tt3890160,nm0942367,"nm0691084,nm5052065,nm1256532,nm0358316,nm2555462,nm0079677,nm0271479,nm0661912,nm1888527",TriStar Pictures,R,2017,36307844.297932275,21948433.59898757,115144841.43489212,3226,113,6,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3006,tt3469046,"nm1853544,nm0049633,nm3210494","nm0372329,nm0136797,nm1325419,nm0005295,nm1388927",Universal Pictures,PG,2017,85430221.8774877,77350685.34036864,282586408.28968585,4529,89,6,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3007,tt4481514,nm1157527,"nm0570912,nm0002071,nm0688132,nm1364532,nm1727621,nm0236944,nm1819990,nm1144042",Warner Bros.,R,2017,42715110.93874385,9317014.658569941,27321123.166818395,3134,88,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,tt2250912,nm1218281,"nm4043618,nm0000474,nm0000375,nm0000673",Sony Pictures Entertainment (SPE),PG-13,2017,187007631.15537652,125057349.23462126,357132362.9761506,4348,133,7,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,tt6265828,nm1108007,"nm3902730,nm0000729,nm1913734,nm8141375,nm5652167,nm2508774,nm2021909,nm1435934,nm5740235",A24,R,2017,106861.50351735801,111168.02210910754,1705906.0523150833,4,92,7,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3010,tt3450958,nm0716257,"nm1858656,nm0785227,nm0000437,nm0001872,nm0465269",Twentieth Century Fox,PG-13,2017,160292255.276037,60123411.85230364,156958349.48193115,4022,140,7,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,tt5322012,nm0502954,"nm0697953,nm1428821,nm0000202,nm3859624,nm8190400,nm1602119,nm0354453,nm0002684",Broad Green Pictures,PG-13,2017,12823380.422082962,5842208.160956917,15282803.268610133,2250,90,7,4,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3012,tt3564472,nm0002700,"nm0628056,nm0356021,nm0001451,nm0000586,nm1840504,nm0655510",Universal Pictures,R,2017,20303685.66829802,33342840.838283233,123074087.35577197,2591,122,7,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,tt5013056,nm0634240,"nm0189769,nm7887725,nm4422686,nm0753314,nm0362766,nm0858799,nm0001877,nm0887227,nm0809059",Warner Bros.,PG-13,2017,106861503.51735802,53979472.75586022,200948297.75302508,3720,106,7,4,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3014,tt2239822,nm0000108,"nm0005636,nm2851530,nm5353321,nm0654110,nm1982597,nm0798065,nm0006035",STX Entertainment,PG-13,2017,189358584.2327584,18174602.718979027,44015706.167901754,3553,136,7,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,tt5390504,nm0000941,"nm0006133,nm3915784,nm1107001,nm4861346,nm3632976,nm3040960,nm2691892,nm0933213",Annapurna Pictures,R,2017,36332911.19590172,374218.299167436,17942194.9780543,20,143,7,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3016,tt7131870,nm0943104,"nm1310583,nm0943104,nm0342029,nm3018796,nm2518711,nm8953713,nm9202914",The H Collective,UNRATED,2017,32165312.55872476,234050.20223378786,2907808.372210829,53,123,7,4,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3017,tt2406566,nm0500610,"nm0321218,nm0000234,nm0564215,nm0000422,nm0550371,nm0228690",Focus Features,R,2017,32058451.055207405,19541143.35149886,55234435.01809744,3304,115,7,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,tt6322922,"nm0791556,nm1010896","nm0063618,nm0330722,nm2490944,nm0124133,nm0001051,nm0074009,nm1568142,nm2460527",Paramount Pictures,PG,2017,1068615.03517358,133387.7345354718,3736727.711919799,4,98,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3019,tt4877122,nm1902232,"nm0236462,nm2554352,nm0179479,nm0267506,nm0748973,nm0706904",Sony Pictures Entertainment (SPE),PG,2017,53430751.75867901,26215181.75952056,91996547.96257138,4075,86,7,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3020,tt1648190,nm1064048,"nm0000165,nm0252961,nm0000190,nm6999211,nm0371660",Sony Pictures Entertainment (SPE),PG-13,2017,63925480.30905958,20406822.405744564,54018442.5488455,3451,95,8,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
