,distributor,mpaa,budget,opening_revenue,opening_theaters,runtime_minutes,release_year,release_month,release_date,release_day,genre_crime,genre_drama,genre_adventure,genre_thriller,genre_horror,genre_action,genre_fantasy,genre_sci-fi,genre_comedy,genre_war,genre_mystery,genre_biography,genre_history,genre_romance,genre_family,genre_musical,genre_sport,genre_music,genre_animation,genre_western,genre_documentary,genre_news,director_power,actor_power
112,Paramount Pictures,PG-13,68019093.61069837,11126238.784591382,1489,115,1991,1,1991-01-18,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28349837.38502229,148905634.1475103
113,Orion Pictures,R,25264234.769687966,4203626.626805349,985,99,1991,1,1991-01-18,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10593719.2441159,19135368.9001433
114,Walt Disney Studios Motion Pictures,R,31048308.605341244,4311942.526646884,1173,91,1991,2,1991-02-01,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8556386.030385757,43270158.89323814
115,Twentieth Century Fox,R,36869866.46884273,26736364.138175074,1406,99,1991,2,1991-02-08,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197154828.8272255,356507524.58911365
116,Orion Pictures,R,36869866.46884273,26714768.099020768,1497,118,1991,2,1991-02-14,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253709161.88875368,253709161.88875368
117,Warner Bros.,PG-13,77620771.51335311,7696565.220178041,1671,94,1991,2,1991-02-15,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16455201.873338278,321442885.3682936
118,Walt Disney Studios Motion Pictures,R,5821557.863501484,7422618.231275964,1039,89,1991,2,1991-02-22,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166853521.9673394,102129968.46419549
119,Warner Bros.,R,15501155.555555556,13640284.45928889,862,97,1991,3,1991-03-08,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92279063.01071112,106491114.02055733
120,New Line Cinema,PG,48441111.11111111,38811934.72804444,2868,88,1991,3,1991-03-22,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,152408936.72715557,223061590.7338147
121,Walt Disney Studios Motion Pictures,R,50304230.76923077,7798604.918032545,1340,115,1991,4,1991-04-05,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,24097212.44804734,121278979.53507465
122,Warner Bros.,R,27086893.49112426,20361655.09713018,2010,91,1991,4,1991-04-12,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76758763.31880178,161441594.71537036
123,Miramax,R,8680818.584070796,1047967.7101769912,51,120,1991,5,1991-05-10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,28961014.477654867,52785721.25088731
124,Twentieth Century Fox,PG,25077920.3539823,3265563.8384513273,1540,95,1991,5,1991-05-17,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7238699.270619469,7238699.270619469
125,Metro-Goldwyn-Mayer (MGM),R,31829668.14159292,11769833.863230089,1179,130,1991,5,1991-05-24,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376323472.0574502,134400705.78216052
126,TriStar Pictures,R,125389601.7699115,13663261.21858407,2071,100,1991,5,1991-05-24,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33214895.299115043,227880972.79901373
127,Universal Pictures,R,26927558.82352941,10257207.239117647,636,132,1991,6,1991-06-07,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62477095.0215,74011977.89783889
128,Columbia Pictures,PG-13,51931720.5882353,25065943.201632354,1992,113,1991,6,1991-06-07,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,238566228.80413234,403254598.61207855
129,Warner Bros.,PG-13,92323058.8235294,49288207.51738235,2369,143,1991,6,1991-06-14,4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,318310495.9004118,395375195.1685149
130,Walt Disney Studios Motion Pictures,PG,67318897.05882353,18466062.006088234,1616,108,1991,6,1991-06-21,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,89830443.94552942,144790595.63430917
131,Paramount Pictures,PG-13,44238132.35294118,40039623.92572059,2378,85,1991,6,1991-06-28,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,167201696.83972058,169944230.48527697
132,TriStar Pictures,R,195898414.09691632,61007963.21947137,2274,137,1991,7,1991-07-03,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488736716.2675948,607391904.3435291
133,Orion Classics,R,44173.171806167404,46683.36030837005,2,97,1991,7,1991-07-05,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2358670.6817621146,2358670.6817621146
134,Columbia Pictures,R,12483722.466960354,19250787.348634362,829,112,1991,7,1991-07-12,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110440744.32568283,110724663.1248859
135,Twentieth Century Fox,PG-13,32649735.682819385,3586095.242158591,1232,107,1991,7,1991-07-19,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8842180.291321587,171015126.55108076
136,Metro-Goldwyn-Mayer (MGM),PG-13,24967444.933920708,3687912.482599119,865,92,1991,7,1991-07-26,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7879199.384229075,28604013.940078225
137,TriStar Pictures,R,32649735.682819385,2953773.5729074893,1287,98,1991,7,1991-07-26,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5504199.993480177,5504199.993480177
138,Twentieth Century Fox,PG-13,49934889.867841415,20834722.055242293,1929,84,1991,7,1991-07-31,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133417607.85678415,221306094.33144945
139,Columbia Pictures,PG-13,21064436.310395315,2446209.1588286967,1246,102,1991,8,1991-08-02,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5376896.522898975,35688779.183929436
140,Miramax,R,957474.3777452416,593877.312693997,23,71,1991,8,1991-08-09,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7237778.61522694,7237778.61522694
141,Metro-Goldwyn-Mayer (MGM),PG,34469077.598828696,3452765.5881259153,1142,96,1991,8,1991-08-09,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10621889.46057101,15361739.759744447
142,Metro-Goldwyn-Mayer (MGM),R,44043821.37628111,4213938.568945827,1196,98,1991,8,1991-08-23,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14237119.301112738,39719820.07599737
143,Walt Disney Studios Motion Pictures,R,28724231.332357246,2952048.6174377743,824,93,1991,8,1991-08-23,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8987306.437423132,8987306.437423132
144,New Line Cinema,R,20972317.784256563,24721643.89613703,1862,89,1991,9,1991-09-13,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66486123.4417347,66486123.44173469
145,New Line Cinema,R,14299307.580174929,599867.3924344024,26,112,1991,9,1991-09-20,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57959670.595867485,86767872.13931523
146,Twentieth Century Fox,R,41883580.786026195,6961032.088646288,1578,84,1991,10,1991-10-04,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20943433.371659387,152529695.8258989
147,The Samuel Goldwyn Company,R,5711397.379912663,67167.93698689956,5,129,1991,10,1991-10-11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7551248.872038618,39552659.20981016
148,Columbia Pictures,R,36172183.406113535,1001276.4974672488,541,96,1991,10,1991-10-11,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37832769.19307917,1788194.732270742
149,Universal Pictures,PG,11422794.759825327,1215813.7172489082,393,91,1991,10,1991-10-18,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2271350.393624454,16076443.434334809
150,New Line Cinema,R,9518995.633187773,11474397.235152837,1165,94,1991,10,1991-10-25,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,37007262.04742358,55463074.6495658
151,Universal Pictures,R,11389637.15529753,10482737.296806965,1850,102,1991,11,1991-11-01,4,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,45946088.61849056,45946088.61849057
152,Walt Disney Studios Motion Pictures,R,91117097.24238025,7691023.333671987,912,106,1991,11,1991-11-01,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29547306.12674891,258617428.3325717
153,Walt Disney Studios Motion Pictures,G,47456821.48040638,307797.3510304789,2,84,1991,11,1991-11-15,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,276888463.13690853,278827064.91556466
154,Paramount Pictures,PG-13,56948185.776487656,45945329.30934688,2411,99,1991,11,1991-11-22,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215458574.73100144,472068226.20780593
155,Twentieth Century Fox,R,75930914.36865021,135437.97195936137,2,138,1991,11,1991-11-22,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,33903684.782002896,202506611.36199427
156,Columbia Pictures,PG,32270638.60667634,23522985.346197385,2080,102,1991,11,1991-11-27,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,112927870.84193031,338315448.0183785
157,TriStar Pictures,PG,132782741.11675125,25650846.6306744,2197,142,1991,12,1991-12-11,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4057177299.5501113,784598500.2545627
158,Walt Disney Studios Motion Pictures,PG-13,75492640.69264069,16031373.713722944,1304,106,1992,2,1992-02-07,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,654773435.6187652,319865047.35089695
159,Paramount Pictures,PG-13,37746320.346320346,34203280.86017316,1768,94,1992,2,1992-02-14,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,230509819.17785552,229681306.96238092
160,New Line Cinema,R,18778320.17229002,14556899.340430724,1276,108,1992,3,1992-03-06,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60279940.06397702,61371936.17805706
161,IRS Media,R,2628964.8241206026,66830.16366116295,9,87,1992,3,1992-03-13,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,216144.09867910983,216144.09867910988
162,Orion Pictures,PG-13,26289648.241206028,2086861.010394831,288,85,1992,3,1992-03-20,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37489340.67596877,19589023.36414636
163,TriStar Pictures,R,92013768.8442211,28410443.553984202,1567,127,1992,3,1992-03-20,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,584302109.6054512,357252615.1775367
164,Walt Disney Studios Motion Pictures,PG,28127096.774193548,2311124.7860645163,1223,121,1992,4,1992-04-10,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,5286928.496559139,7353918.664807038
165,Warner Bros.,R,65535934.14459556,62246191.28168934,2510,118,1992,5,1992-05-15,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101956095.769583,431351120.8859702
166,Universal Pictures,PG-13,112347315.67644954,19088782.61016464,1583,140,1992,5,1992-05-22,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,110257356.01202577,1013322330.4142034
167,Twentieth Century Fox,R,93622763.06370795,36419005.79523264,2227,114,1992,5,1992-05-22,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103871731.19677882,325694141.06150144
168,Paramount Pictures,R,83959985.73466477,34537762.93981455,2365,117,1992,6,1992-06-05,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155515512.3440371,926590271.2384456
169,Warner Bros.,PG-13,149262196.86162624,85243101.41798858,2644,126,1992,6,1992-06-19,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833271862.8554673,514076781.6281891
170,Paramount Pictures,R,78195330.96085408,25396179.0526121,2127,117,1992,7,1992-07-01,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,130423191.50468327,187849914.0067923
171,Sony Pictures Entertainment (SPE),PG,74471743.772242,25580031.17004982,1782,128,1992,7,1992-07-01,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,200205978.32096797,272518863.12984955
172,Universal Pictures,PG-13,102398647.68683274,22546981.36377224,1409,104,1992,7,1992-07-31,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1390367869.0330071,457037967.2582746
173,Fine Line Features,R,9282540.809084456,85960.0409084457,3,103,1992,8,1992-08-21,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950932.0234350602,51261135.44232086
174,Warner Bros.,PG-13,74260326.47267565,5758077.023889283,1506,120,1992,8,1992-08-21,4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15318180.655230658,317187618.77762014
175,Columbia Pictures,PG-13,46412704.04542228,13586218.199957415,1637,96,1992,8,1992-08-28,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,65365524.8192193,195669366.54852068
176,Twentieth Century Fox,R,74050106.15711251,20320572.80751592,1491,112,1992,9,1992-09-25,4,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,139780416.30709127,139780416.30709127
177,Walt Disney Studios Motion Pictures,PG,18447249.64739069,11133160.51062059,1280,104,1992,10,1992-10-02,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,93624103.08275034,126506127.43934792
178,Paramount Pictures,PG-13,86702073.34273624,5539118.757122708,1008,154,1992,10,1992-10-09,4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,389589625.3241497,149266801.49645537
179,Miramax,R,2213669.9576868825,272722.2940620592,19,99,1992,10,1992-10-23,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5224314.59716502,27100418.703968115
180,Columbia Pictures,R,73685070.42253521,56224801.66322535,2491,128,1992,11,1992-11-13,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197986708.65014,189353037.15660116
181,Walt Disney Studios Motion Pictures,G,51579549.295774646,362280.0172394366,2,90,1992,11,1992-11-13,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,460913131.98588246,457129852.6405673
182,Greycat Films,PG,553027.4841437632,1323.57911205074,1,93,1992,12,1992-12-04,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1666.456152219873,52966532.441688806
183,Walt Disney Studios Motion Pictures,G,22121099.365750525,9235759.918520084,2075,85,1992,12,1992-12-11,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,50291410.59953488,60745306.853681125
184,Columbia Pictures,R,75580422.83298096,28605287.627737843,1925,138,1992,12,1992-12-11,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260550010.15923887,810902374.2934186
185,The Samuel Goldwyn Company,R,9217124.735729387,651853.4955602536,45,101,1992,12,1992-12-25,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28593338.81517863,13513566.895185437
186,Metro-Goldwyn-Mayer (MGM),R,55031276.29733521,13510965.278246844,2050,99,1993,1,1993-01-15,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24348762.463464238,197160468.96483067
187,New Line Cinema,PG,38253635.09749304,22623558.65218663,2087,96,1993,3,1993-03-19,4,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,77005676.8066713,220874416.5396214
188,The Samuel Goldwyn Company,PG-13,19954244.105409157,197033.6483633842,3,111,1993,5,1993-05-07,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,69498338.3485767,65812492.166740924
189,Walt Disney Studios Motion Pictures,PG,87073065.18723994,15478367.472857144,2081,104,1993,5,1993-05-28,4,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,37941117.65346741,175509529.22723582
190,TriStar Pictures,R,126981553.39805827,29345377.127558947,2333,113,1993,5,1993-05-28,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389023529.59304476,268028492.16035107
191,Universal Pictures,PG-13,114125110.8033241,85189554.86077562,2404,127,1993,6,1993-06-11,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4876362404.516814,1829291193.767865
192,Columbia Pictures,PG-13,153978324.09972298,27785372.280207757,2306,130,1993,6,1993-06-18,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,745378618.2732527,387777329.0397445
193,TriStar Pictures,PG,38041703.60110803,31255304.609459832,1579,105,1993,6,1993-06-25,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,229483649.57401663,387049822.43102425
194,Columbia Pictures,R,72460387.81163435,27660644.403157894,1903,128,1993,7,1993-07-09,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185344293.83646813,225880905.58632421
195,The Samuel Goldwyn Company,R,1806505.5248618782,243643.4001381215,7,106,1993,8,1993-08-06,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12525331.989903314,12525331.989903314
196,Paramount Pictures,PG-13,25291077.348066296,782675.7446685082,490,116,1993,8,1993-08-27,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1860196.6755662982,25330446.250409536
197,Miramax,R,14422164.024810476,7284474.602356995,1204,95,1993,9,1993-09-03,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17018385.70531849,63972173.4625368
198,Columbia Pictures,PG,61294197.10544452,4177540.25636113,83,139,1993,9,1993-09-17,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58149155.7965541,228264389.21354192
199,Universal Pictures,PG,53860398.078242965,7210506.932326699,1626,96,1993,10,1993-10-01,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,235469992.70725402,229609149.26926488
200,Walt Disney Studios Motion Pictures,PG,25134852.436513383,12651175.546575155,1387,98,1993,10,1993-10-01,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,123620857.84533975,129036276.11212163
201,Orion Pictures,PG-13,39470534.979423866,7723359.255679012,1796,104,1993,11,1993-11-05,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19190233.22510288,86168667.75608611
202,Universal Pictures,R,53823456.790123455,16356365.431069957,1615,144,1993,11,1993-11-12,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96966179.26826736,270434858.01957196
203,Twentieth Century Fox,PG-13,44852880.65843621,36723470.0682716,1605,125,1993,11,1993-11-24,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,951931160.2747948,507868087.36097246
204,Warner Bros.,G,34088189.30041152,1406085.7793004115,786,92,1993,11,1993-11-24,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,148877215.40608808,3803513.5151440324
205,Paramount Pictures,PG-13,71764609.05349794,24250515.485720165,2400,95,1993,12,1993-12-10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,86472415.82654321,261119978.66609818
206,Columbia Pictures,PG-13,62794032.921810694,7209565.919506173,1605,115,1993,12,1993-12-10,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,33434449.59423868,293292440.79102653
207,Universal Pictures,R,39470534.979423866,1178080.6457613169,25,195,1993,12,1993-12-15,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4876362404.516814,1279540050.0605977
208,TriStar Pictures,PG-13,46646995.88477366,257335.32925925925,4,125,1993,12,1993-12-24,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392656999.1183833,242254308.46788967
209,Warner Bros.,R,59205802.4691358,681417.5217695473,63,140,1993,12,1993-12-25,5,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,338459971.26033014,10522394.302592592
210,Savoy Pictures,PG,39470534.979423866,145470.45078189299,3,131,1993,12,1993-12-31,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,46364202.06045267,134321983.7062732
211,Roxie Releasing,R,14313652.530779753,20686.806320109437,1,98,1994,1,1994-01-28,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5068418.611023247,59596129.10593523
212,Columbia Pictures,PG-13,71324335.37832311,8385290.066462168,1205,115,1994,2,1994-02-04,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,298841563.40250295,180214482.2839514
213,Warner Bros.,PG-13,26746625.766871165,21602545.30408998,1750,86,1994,2,1994-02-04,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128771444.31132925,274405627.98783815
214,Warner Bros.,R,89155419.22290389,22609052.92764826,2010,101,1994,2,1994-02-18,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68810969.2198773,152852341.58650607
215,Warner Bros.,PG,71082065.21739131,185684.12486413046,5,111,1994,3,1994-03-11,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5005097.904048913,59878609.49575543
216,Gramercy Pictures (I),R,7819027.173913044,246096.77209239133,5,117,1994,3,1994-03-11,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,93652099.43086958,98464300.70956595
217,Paramount Pictures,PG-13,53311548.913043484,23486457.96224185,2361,83,1994,3,1994-03-18,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90865266.6442663,258066963.48398688
218,Miramax,R,70985617.36770691,3050757.750814111,474,140,1994,4,1994-04-01,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11118674.23339213,164793946.6506886
219,Paramount Pictures,R,53239213.025780186,2575003.2700135685,944,112,1994,4,1994-04-01,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,526942255.27206933,178279824.595673
220,Savoy Pictures,R,23070325.64450475,3621065.0739484397,502,95,1994,4,1994-04-13,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13878909.148005426,43811079.87577519
221,Warner Bros.,PG-13,70937491.52542372,1354925.5959457627,224,122,1994,5,1994-05-06,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2694500.3187254234,129785653.05475777
222,Paramount Pictures,R,88671864.40677966,22037031.453274574,2748,104,1994,5,1994-05-25,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75574873.97141695,230959011.85254875
223,Universal Pictures,PG,81578115.25423728,52651100.81938983,2498,91,1994,5,1994-05-27,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,231488911.53258303,283740583.5083664
224,Twentieth Century Fox,R,53023378.37837838,25550541.479108106,2138,116,1994,6,1994-06-10,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214299542.3337162,284718425.4922983
225,Walt Disney Studios Motion Pictures,G,79535067.56756757,2804500.1570675676,2,88,1994,6,1994-06-15,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,552955292.9560946,664876894.5782694
226,Warner Bros.,PG-13,111349094.5945946,13332735.563027028,1859,191,1994,6,1994-06-24,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44278055.83783784,477466688.82086617
227,Twentieth Century Fox,PG,84608733.15363881,7129452.663638813,1705,99,1994,7,1994-07-01,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29661357.614312667,58730024.46288073
228,Paramount Pictures,PG-13,96947506.73854446,43098634.58466307,1595,142,1994,7,1994-07-06,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1971514408.368708,762179199.7332361
229,Twentieth Century Fox,R,202708423.18059298,45600176.38908356,2368,141,1994,7,1994-07-15,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,746586080.3794681,614382755.3487169
230,Fine Line Features,UNRATED,352536.3881401617,62391.88997304582,3,100,1994,7,1994-07-15,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2396782.0913207545,2396782.0913207545
231,Columbia Pictures,PG,70507277.62803234,5351590.50606469,1481,87,1994,7,1994-07-22,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,273210908.5807618,466573184.5415555
232,New Line Cinema,PG-13,40541684.6361186,40748038.28555256,2360,101,1994,7,1994-07-29,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,211413833.3615903,299713218.73789495
233,Paramount Pictures,PG-13,108846201.34228188,35722650.89190604,2378,141,1994,8,1994-08-05,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370026300.1849364,1290180989.2080746
234,October Films,R,2633375.838926174,53696.28893959731,2,96,1994,8,1994-08-19,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735521.1832348993,22298699.521220908
235,Walt Disney Studios Motion Pictures,R,70223355.70469798,11605266.25514094,1740,121,1994,8,1994-08-19,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,34630735.644966446,208269876.45685664
236,Warner Bros.,R,59689852.34899329,19604055.831100672,1510,118,1994,8,1994-08-26,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426735585.3261825,88275614.06585234
